- + + I1 N3 N1 I2 N1 -0.70 -0.39 1.0 -0.16 N1 N3 -1.0 + N1 - I1 N1 N3 -1.0 -1.0 -0.16 I2 N1 N1 + - N3 1.0 -0.16 I2 I1 -0.39 I2 I2 I1 N1 - I2 N2 1.0 2.0 I2 -0.16 N2,+ + - N1 + -1.0 I1 * I1 N3 -0.16 N1 -1.0 -1.0 I2 0.0 - N3 N3 N3 -0.99 2.0 -0.16 N2 1.0 N2 N2 -0.70 I1 * N2 -0.39 0.440 I1 0.0 -1.0 -1.0 + -1.0 I1 * N3 2.0 1.0 N1 -0.39 -0.99,- - + 0.0 - 1.0 * * -0.16 I1 -0.39 N1 I1 -0.70 I2 + * 2.0 + I1 -0.39 I2 -0.39 -0.16 0.0 * * I2 - 0.0 I1 -0.16 N1 1.0 1.0 N1 - * I1 * N3 I1 1.0 2.0 -0.70 I2 N1,4.2167789741161625,config_duct
- - + 0.440 N2 + * I2 N2 -0.16 I2 -0.70 N3 N3 I1 + + - + -1.0 2.0 2.0 N3 2.0 0.0 I1 N2 - * * -0.70 -1.0 I1 -0.39 0.440 -0.70 * - * I1 + 2.0 -0.70 I2 N1 N3 N2,+ * + 0.0 0.0 2.0 N1 - N2 I1 0.0 N3 -0.70 N1 I1 * I2 N3 2.0 -0.99 N2 N2 -0.99 0.440 -0.99 * - - N2 -0.70 N3 I1 N2 N2 0.0 N2 I1 I2 -0.39 * * I1 0.440 0.440 N1 0.0 N1,* - + N2 - 0.440 I2 + 1.0 -0.16 0.440 -0.70 1.0 -0.16 N1 2.0 I2 N1 - -1.0 I1 N2 -0.16 I1 -0.39 N3 + * + N1 -0.39 N2 0.0 0.0 I1 1.0 - - * - * 0.440 2.0 N1 -0.70 -0.39 2.0,4.074015720326874,config_duct
* * + 2.0 * I1 2.0 I2 -0.39 N1 1.0 -0.99 I1 -0.70 - N3 -0.99 I2 * -0.99 -0.99 I2 N1 I1 0.440 - N2 I1 - 0.0 -1.0 1.0 N2 I1 -0.70 1.0 * I1 * 0.0 + 2.0 -0.16 -0.16 -0.16 0.0 -0.70,* - + * I1 I1 I1 1.0 0.440 N3 -0.16 N2 -0.16 I2 N2 I2 N1 N1 -1.0 N1 N2 -0.70 -0.16 -0.16 N3 I2 I1 + - I1 -1.0 I1 2.0 N1 N1 -0.39 -1.0 -1.0 N3 * 0.0 -0.39 2.0 -0.16 -0.70 0.0 0.440,* * + + - - * N2 I2 1.0 0.440 I1 1.0 I2 + * + * + -0.16 N1 -1.0 2.0 I1 -1.0 + + N2 I1 N3 I1 -1.0 N1 -0.39 I1 -1.0 N1 0.440 N3 N2 * 2.0 -0.16 0.440 1.0 N3 -0.16,2.0889845192879664,config_duct
+ * * N1 -0.70 + N1 N2 I1 N3 0.0 1.0 -0.99 N1 N2 I2 * -0.99 N1 N3 0.440 0.440 -0.39 N1 -0.99 - N1 I1 - + -0.39 0.0 2.0 N2 -0.70 I2 I1 * N1 * N3 1.0 0.440 I1 0.440 I2 2.0,* * - + + N2 N2 * -0.99 N2 -0.70 -0.99 -0.16 N2 - N3 N1 - * 2.0 -0.70 N1 -1.0 1.0 -0.39 * + -0.16 - * 0.0 -1.0 -0.39 1.0 -0.70 -1.0 + + -0.39 -0.39 - -0.39 N2 0.0 N2 I1 -0.39,* * + * - N1 - 0.440 1.0 1.0 N1 -0.70 -0.70 N1 N1 I2 N1 * + N2 1.0 -1.0 I1 -0.39 N2 I1 + 0.440 - N2 2.0 I2 -0.70 N2 N1 1.0 + I1 1.0 -0.16 + I1 I2 -0.99 0.0 1.0 I1,4.163667188180981,config_duct
+ - * N1 I2 I1 I1 -0.16 2.0 1.0 N1 2.0 N3 N2 1.0 - - * + -0.70 I1 -0.16 0.0 -1.0 -1.0 - * I1 + + N1 -0.39 -0.70 I1 2.0 N1 - + - N1 N1 -0.70 N3 1.0 2.0 -0.99 1.0,+ - - + N2 - * * N2 N1 N2 I1 0.440 I1 N2 + N3 - N2 -0.70 I1 I1 -0.16 0.0 2.0 2.0 0.0 * - I1 -0.70 0.0 1.0 N2 0.440 -0.16 * N3 - * + -0.99 -0.70 N2 -0.39 -0.70 N1,- + * - * N1 - I1 N2 -0.16 N3 0.0 0.0 0.0 * I2 -1.0 2.0 N1 2.0 -0.99 0.440 2.0 1.0 I2 N1 0.0 N1 - -0.99 1.0 -1.0 1.0 0.440 -1.0 2.0 -0.70 * N1 * - N2 -0.39 -0.39 -0.99 2.0 -0.16,4.320487959710697,config_duct
+ * - I2 I1 -0.16 1.0 - I2 -1.0 I2 -0.70 -0.99 -0.70 * I1 N3 - + N2 -0.39 -0.16 N2 -0.16 2.0 I2 I1 + N3 - -0.39 1.0 I2 N1 I1 0.440 + 0.440 I2 N3 * I1 0.440 2.0 I2 I2 -0.16,* * + -0.16 - + + * 2.0 1.0 I1 N3 N1 N2 + * + * N2 I1 -0.99 -0.16 2.0 I2 I2 - N1 + N3 + 2.0 N1 -0.39 -0.99 -0.16 N3 - 0.0 - I1 N1 N1 I2 N3 -0.16 N3 1.0,- * + + + I2 N2 N1 0.440 -1.0 0.0 -0.16 N1 N1 N3 - 0.0 - + N1 -1.0 -0.70 -0.70 N3 I2 -1.0 - * 0.0 N3 N1 1.0 I2 0.0 N2 -1.0 - - + - N3 -0.99 2.0 -0.99 0.440 N1 2.0,2.7717556316076024,config_duct
- * * I1 - N1 1.0 N3 -0.99 -0.39 0.0 I2 0.0 1.0 * -0.70 I2 N1 I2 -1.0 -0.99 N1 I1 -0.99 N1 - * + + - 2.0 N1 -0.16 -0.39 N2 -0.99 * * 1.0 N2 0.0 -1.0 I2 N1 1.0 -0.70 I1,- + + - * -1.0 + + -0.16 N1 N1 N2 -0.70 2.0 - - + * + 0.0 N2 0.440 -1.0 N2 -0.70 + * -1.0 + I1 N1 1.0 0.440 0.0 N2 1.0 N2 N3 - * N3 -0.39 -0.16 0.440 -0.99 I2 2.0,- * * 0.440 I1 * * 2.0 2.0 N2 -0.70 N3 -0.99 -0.39 * - 0.0 + -0.16 N2 -0.99 -0.39 0.440 2.0 N1 - * + * -0.70 1.0 N3 -0.99 0.0 N3 N2 - * N1 - N2 -0.70 N1 -0.99 I1 -1.0 -0.16,3.2316637510546715,config_duct
+ + - N1 * * I1 0.0 N2 N3 N2 -1.0 N2 -0.39 * - * * - -0.39 N3 0.440 1.0 N2 I1 * * I1 1.0 * 1.0 N1 -0.16 N1 -0.16 I1 I2 + N1 I1 I1 I1 -0.99 I1 0.440 N1 1.0,+ * * * N1 N3 N1 -1.0 2.0 I2 N1 -1.0 1.0 -1.0 N1 -1.0 * N3 N2 -0.70 0.440 0.0 N2 0.440 I2 I1 * I1 I1 N2 -1.0 -0.70 -1.0 0.440 -0.16 -1.0 - - N1 * - -0.16 N3 -0.99 -0.99 -0.16 -0.70,* * - N2 I1 -1.0 - N3 -0.16 1.0 -0.99 I1 N3 -1.0 N1 + + + N2 -0.39 N2 N1 2.0 I2 -1.0 N1 * N2 N1 1.0 -0.70 -0.99 -0.16 -0.99 N2 0.0 + I2 + - - 0.440 2.0 1.0 I1 N2 N2,3.490933657398198,config_duct
- - + * + -0.70 I1 + -0.70 -1.0 1.0 0.0 -1.0 0.440 + + I1 I1 - N1 -0.99 N2 -1.0 I1 0.440 * - * I1 N3 N1 -0.70 -1.0 0.0 N2 N3 - I1 N1 -1.0 I2 N3 0.0 N2 -0.16 N3 N1,* + - I2 I2 I1 - I1 -0.39 -0.16 -0.70 -1.0 0.0 -0.99 * 2.0 N2 0.0 1.0 I2 1.0 -0.39 -0.99 N3 -0.16 * - + N2 0.0 N3 -0.16 -0.99 1.0 -0.70 0.0 I1 - - + * 0.0 N1 0.0 -1.0 N3 1.0,+ - - + 2.0 N2 -0.99 N2 I2 -1.0 I2 -0.70 0.440 2.0 I2 N3 * + - N2 0.440 0.440 N2 N3 -1.0 - - 1.0 0.0 1.0 2.0 -1.0 -0.39 N1 -1.0 2.0 + - + N1 + 0.440 N1 -0.70 I2 N3 -0.39,4.293703745278201,config_duct
- - - N2 * + I1 I2 0.0 -0.70 1.0 1.0 0.0 1.0 * - N3 + * N1 N2 1.0 0.0 -1.0 N1 -0.39 * * * - -0.16 -0.70 N1 1.0 0.440 -0.39 I2 N2 * N2 I2 N1 N2 I1 2.0 0.0 N1,- + * -1.0 * * N3 + 1.0 0.0 I1 0.0 I1 2.0 I1 N3 - * - I1 0.0 I2 N2 -1.0 2.0 - I2 I1 * - 0.440 -0.16 I2 -0.39 2.0 I2 I1 N3 I1 - * -1.0 N2 N1 -0.39 -0.39 -0.16,+ * - -0.39 - - I2 - 0.0 I2 -0.70 1.0 1.0 -0.70 -0.16 I2 N3 -0.99 + -0.70 1.0 -1.0 -0.16 N3 0.440 + + * N1 + 1.0 -0.70 -0.16 I2 0.0 N2 * + * * N3 I2 2.0 -0.99 -0.70 2.0 -0.99,4.194725971168298,config_duct
